Country,Region,GDP_per_capita,Life_Expectancy,Infant_Mortality_Rate,Healthcare_Expenditure_Percent,Education_Expenditure_Percent,Unemployment_Rate,Population_Millions,Urban_Population_Percent,Internet_Users_Percent,Literacy_Rate,Access_to_Clean_Water_Percent,Malaria_Incidence_per_1000,HIV_Prevalence_Percent,Tuberculosis_Incidence_per_100k
Uganda,Central,8105.415148768693,56.495089526604,84.4740320094097,10.557372589057863,3.195291649364319,9.813878428136793,,,16.755427991751667,41.8937219715323,50.42053414940318,,1.7334414735242518,387.3765860525945
Kenya,West,6450.753991350092,65.85014257749029,,4.271795570235149,7.341290015817046,7.114758369294339,123.62230250151548,76.785204367919,34.46668206436976,64.52040524048589,92.2681193213595,204.77545227277113,3.0683359365239244,
Ghana,West,14744.489945174793,63.49963449289639,44.37433112784326,10.3704112524294,3.724457578793478,10.56940114703729,,,63.182821717608505,84.91603837608929,32.17253220830774,210.80304983261348,17.245526886326815,264.2255159679778
Egypt,East,2124.564081436759,,26.473542644100174,4.792760884544104,4.206715926536917,24.92658154966905,38.831729819229295,57.876439207404296,12.83180210184274,88.6881383289161,67.68653484914208,,12.858774052572109,496.258763176731
South Africa,South,6268.906186163254,,52.23841430121291,8.428819100587077,2.3485517124820987,31.45071835530524,79.05154696926691,72.81079836787116,67.68499717852296,44.76886121776021,40.82273055821848,,5.437422685714545,396.69701125655166
Uganda,West,14557.321282492849,69.0256975625507,33.88196119892069,8.94150573509831,2.6690732739276584,29.423770567734856,161.28192636347597,41.25116658188389,50.74975409917377,,76.29431333651532,79.07612124579502,11.328268593899535,144.73781979827584
Algeria,North,13049.853325462715,63.531664466902754,75.59608711219694,7.126547531450529,5.095171416273969,25.55402929623452,81.45824749639168,39.87335723407392,47.8825586586026,90.22763274535987,,127.52692914920188,10.787802637294332,275.6486631640598
Zimbabwe,South,12347.545028764558,74.07480009647486,47.687978123022845,5.053106766967312,3.605556060367829,8.31295590233308,151.40008159615587,46.17574186464641,26.233555389279484,,,237.39856632874057,13.281001579592894,155.13114364185495
Ghana,Central,4239.590992151628,,98.04881606879319,4.126443763710961,7.0128813544531665,13.675623388878495,29.469827875834383,63.71297207378719,24.927507324350625,85.62612072856027,62.13410271797427,84.04711037608581,5.047157311221518,
South Africa,East,2977.8700171559544,65.8155473283487,71.27776618762655,2.331893545624262,2.088160331929723,14.29420625967407,155.69042683469044,64.34245980158141,66.52349316931573,47.353260991968995,89.46427174979708,46.532690853304494,17.355858250290755,
Algeria,Central,10195.32668890425,73.30070263775043,85.79844509074887,5.0394640124072385,4.274564292031617,12.498708391928638,,40.4905632522143,,,43.7614341896181,388.0467545673729,6.53268696056025,397.05116688068165
Egypt,South,13975.951842349994,,30.601973819347876,8.531627905312831,4.024073280614556,20.450169791291692,137.0916603283302,28.658645068880865,56.530317803139965,81.32828246422164,39.375601372676726,8.792725923849165,14.03556725253662,152.6451700560733
Nigeria,South,8573.061948701983,73.43071218091129,,,2.1159657855056064,21.066614446390176,115.32740319399429,61.10575667025806,33.58730789242475,91.77339160327959,79.33349407051199,321.07896213440864,0.8144306042581904,465.00049316968705
Algeria,South,8788.383997313547,67.19714305752034,93.82057524107155,10.71204482263052,2.7462103940030613,15.706579255133306,186.18321985627904,,18.35524424708224,77.21394784538785,62.54026960170551,315.2140598300088,7.766814032935871,316.65568224417206
Angola,Central,4559.69685807412,51.6959264776293,58.96495350551487,9.660647765353026,4.481856049511812,15.61367476209308,80.52789100518623,57.602013034906456,10.642917861721537,59.987216259968484,,,7.358341450196762,220.96593093290653
Ghana,South,,57.524089173670404,68.5002350200782,9.884473432532987,4.957187506684679,29.85666793718244,17.902211822715888,,42.65544022091505,,39.52994621538975,54.25064640292536,11.097946357368782,
Mozambique,Central,3212.134354084089,67.70430221613204,81.18478407223964,,4.425738483529215,28.678785449590567,,65.53974726563936,,55.15617269700482,71.98531304649757,58.251458682169364,1.9183571046553318,322.28206404698466
Algeria,South,5193.348927861533,51.683765036719294,33.98709018083301,,5.185626070472563,14.233874950422368,166.23741938968686,68.97568719287378,32.14817162855227,58.26948871339529,45.13714449986798,278.972646894877,15.907561787659112,301.9507393306034
Morocco,North,,64.55426150440684,60.205286117075396,11.071950307058298,5.570790049434089,,107.32344934397928,76.7358624017682,31.43154003958269,78.54446299009572,40.18942786235655,257.1226364344695,,
Nigeria,South,7860.350490924598,,51.89304222178505,8.70732311905834,2.059542926767014,33.584450510075186,156.1725901078151,52.49733447771125,30.645497070966524,82.09239647389624,74.42291198522258,313.0982697005547,,277.21976184023003
Sudan,,,65.52288794418693,31.70991937297993,,,14.802276260901225,50.712992002245365,67.46619731942212,41.232630238291506,91.11719161170346,68.58950029406766,374.9924689596419,16.162636403259818,129.38535969254878
Sudan,West,2165.133958718451,51.143550845312824,49.40275378332252,3.1098946921348105,7.78099544532553,15.632748463791646,72.29133037508058,60.24622779877939,36.43989300545761,51.26413249809152,79.06378479355152,276.7709453066368,11.456600646709505,415.7298069371057
Rwanda,South,9353.990615403673,71.78842015380941,25.453784750839485,6.470555438064254,5.1141936807772925,20.169024602658766,10.870255081207194,32.13159608684937,62.79487760362087,83.88989193705731,,62.340614620577384,,293.7921439734569
Angola,West,4685.143021983708,74.33722422943492,22.06495255595896,6.6035827120192625,6.065253604753719,33.233624376010205,,21.669826916511532,40.331247503409415,80.62003293683298,59.11815766484234,97.37704670616426,13.406276088192607,108.98593776711638
Algeria,North,8927.954210627879,,30.81330313238582,10.645636095226699,,31.289582994269345,135.23424180665862,38.4951900690007,40.465470291314126,,56.355658961477204,336.8774923492458,7.432831044464148,
Algeria,East,2738.2593714759337,,97.0492089271339,7.466482201877884,6.643948268916575,8.077038877507693,186.9749921130647,48.797190911945265,18.302295683233396,61.29727276656138,93.96581515782341,83.72243033368343,,469.5997902698079
Rwanda,North,7476.531476894854,53.252156003265796,63.96236287160136,5.804005489704096,,16.781922298142486,56.7717994486691,60.11188638786266,68.96437245462316,55.55210013830542,48.99618218806022,29.008926781792567,6.246676712767796,476.2881046566329
Zimbabwe,South,,,97.2657728922576,11.768003285106593,5.127776285924834,,124.23540418900386,75.24735648270834,24.99837345212978,56.74697333947167,49.163120492539846,281.3120216169002,11.638651896154585,216.05797958502774
Zimbabwe,West,1251.4412839251902,50.61467291147004,54.59983026641056,3.107205933263157,7.856082939675281,20.0939741765462,137.30749381706437,32.75597158590077,14.40184404757616,,53.045633573859476,161.0105421960568,,110.98259310233931
Rwanda,West,5380.762033811849,50.55308878822493,44.945290646820766,6.225484283119446,2.75330128857592,10.81589203810678,66.92219155022974,28.160736343401013,49.788774938512525,,,,7.889640241343898,283.2798319848793
Zimbabwe,Central,2449.012815615127,58.09025547873853,60.49134902721953,2.420246751714053,,30.76450313504464,170.38130082804787,82.62619658583128,,,46.40097837714344,260.10202843746464,6.403968348539788,100.67415320714932
Kenya,West,,62.21607976011664,,9.399041207669303,6.620949270542576,25.30822348990512,189.69648526554832,27.02289635946646,34.90873923956474,93.71397005232551,89.4938461246528,36.1675911166643,9.457247198370043,470.29433833067776
Algeria,Central,14854.423369654205,69.26018544519482,28.453174740939513,11.180765521991507,,30.137251245554108,177.54674795072086,51.101919556967296,35.33153403284068,60.74609803517013,47.26956171630712,379.14262690146427,16.450288139808496,132.6108323098157
Tanzania,East,5174.130752133483,,71.2661051752165,4.800373295504894,,30.762928380484166,149.11806030817763,58.06164237156462,57.10383526278587,84.10120926490433,88.22802255141266,103.42290545609836,18.633474381340463,163.74463697802383
Ethiopia,South,12243.179464892206,61.14756765941871,37.28305460076797,10.583416767991208,3.5934969977516364,27.450675609972194,59.10561254636604,55.18933735898349,,63.899202981747244,36.725879137028,134.8849961625143,11.129126550767857,232.9864370982367
Morocco,Central,4192.2894940745755,56.840666657041645,,4.922182304618977,2.1053141801997732,18.17631803749152,59.91512821059819,25.592090207141307,59.215199136693386,,72.6765756559774,160.9041654734168,,222.4240108516066
Kenya,East,10381.789472246974,,72.01608739185227,11.107701616439153,3.759851664683388,23.316402650462738,,,48.92482683370109,49.93616477212167,88.95405869848584,20.4897185617253,18.113835633658827,407.59830157905003
Egypt,West,11523.303968400454,60.65453255589932,32.16198825029185,9.539619035967839,6.638851243512029,,7.0054767074599456,26.856422784967318,35.13818642677146,92.12273973853539,40.96871349588492,198.60616889224195,2.4216636025523766,255.34256924793306
Kenya,West,9136.761738813742,61.28467560824188,24.907970168853453,10.049067768414385,5.107763166275474,25.20936252424723,144.62974478221818,,37.481716995032116,52.03244396259838,,49.3273964301169,,126.8457170015016
Tanzania,East,,54.09059552979173,82.46092688547519,2.180065556004545,,10.377597672178423,,55.382417696230874,25.398832431165747,57.94212788395123,59.43741842700826,160.3881306753407,14.323550121905857,170.24445296873336
Egypt,West,6471.693255135394,69.87023871874823,56.78403390154561,11.62810357074026,,25.818487715304705,126.4244604852105,,55.12685996181849,81.59057287587294,91.47148204866659,140.28391519683373,,279.1010233343849
Morocco,East,5558.589864873432,67.34205564453721,24.65310364043806,9.266709920703232,2.0081217542928087,11.88794482261906,198.07122498693883,61.45531921996345,40.772484538316064,,73.99330283595305,309.13603337060135,17.212066052446268,
Tanzania,Central,13978.172591593475,55.51924031971901,99.58930537358137,5.047510953861333,,8.5265390045066,65.81648997392642,73.30438763361721,,73.45162572215457,49.60314654178085,,8.594589948671185,325.24505404070635
South Africa,Central,12543.981412922072,52.059526140396066,24.62244487970933,10.29394664858847,5.878752449827583,9.958534704288724,71.2945134396834,22.702632390028594,45.76300694565701,64.45154255881857,42.239664119611916,,2.2421280946914033,304.58628794801564
Ethiopia,,,67.01248255186783,75.60281830868425,4.8152119841492995,,,20.39318357457833,,69.74406712307939,80.830346539938,49.74277800463146,146.62047495169048,9.036738807342589,371.61604237201595
Morocco,Central,2302.3097405403987,,98.69431402107308,10.727538395661279,7.082364961903397,26.56218853560591,,64.80517678667488,36.11573677939323,52.5582188802736,36.04613160207387,149.34126441273267,4.999324509037549,471.96707692071544
Algeria,,,,39.13440833727405,3.12580390411937,2.1415697878731748,26.97203147175137,,36.400275259529664,65.24148404671718,,39.351417812316434,,6.178330872434171,460.51455249552004
Zimbabwe,Central,14105.936623905049,73.77158905626025,,,7.391363628049036,20.448000497397786,71.96040692464062,40.00510884405469,,56.49611686101864,36.80292862252127,319.38140202047623,15.559217358331363,475.7340281309741
South Africa,North,3127.8794594020724,,29.71079515379431,7.406984766449103,6.699190479791755,9.84088403166151,167.7414990998474,59.886463694309946,,66.08697656776366,57.491330343201255,282.8913313341693,1.972778177504794,160.12201866066542
Angola,South,1464.1958768182735,60.80837002606505,44.262011805407646,2.9653447019544084,6.682256741425882,7.506630125320692,187.41948013786165,,22.25452638210573,49.241102870597324,81.71259445674312,76.1527145188139,16.637833740873692,109.20438798770958
Morocco,West,11246.249414705857,73.59039800418998,28.083664880851735,,4.747974554021429,5.5738689931186105,41.217949041011195,72.64508731968846,35.12170859966105,59.51385093110137,39.18993102406211,146.6887634375196,8.839547173571297,186.02451522340183
Angola,North,8829.860141108722,60.49318292315306,,2.124040362773148,4.388031757727017,,,57.90346424147293,,61.999066006146265,,42.32200994260569,12.123246656461603,452.7883277448416
Egypt,Central,12706.517262994945,65.96314869160214,24.983343850405014,6.687679654645058,,31.725666049494404,186.08295961250184,67.4644116542212,10.013622293095333,43.156551402855044,71.82288171862649,251.28263883721758,2.2482185090957403,487.4240635805697
South Africa,East,2526.699461081198,59.939859949069856,60.75377025198318,5.012652607600003,2.3941691537261947,12.246105251050453,17.052649834398416,43.713460563506914,64.90009226485164,72.08189865013125,,48.54876981944787,7.078502027966953,436.69622798171423
Ethiopia,Central,12031.376021968408,56.85538005871675,99.73574830823814,7.983574842977588,3.3694121809621946,15.62813981651647,,,60.63276467385574,88.63888853842082,36.34465247708445,394.3736674499671,2.2491679207894926,99.50797450739462
Algeria,South,3423.5961406922956,74.5994411989957,85.11762156048151,4.972378077086172,3.4796218098681475,8.160364534439996,36.744242895214725,50.301803423291204,54.537533889216824,48.34586021241788,,312.2728298751449,19.250102596181637,476.3425991269069
Rwanda,Central,2873.0111715527155,60.233350157876075,69.21755505848087,4.999191115069847,,11.670839142445109,121.06650265474057,32.34584886974146,,72.87944073708327,90.04254073199044,156.09541983359802,16.241602161861884,240.5111123078537
Algeria,East,2881.854069999398,72.35248009197836,44.500289662928935,9.431931987316034,6.484666439580164,20.576737123406154,34.34209284616951,,17.221814572599165,76.56065627009654,83.3956314304524,,9.462838709950974,54.189630843059156
Tanzania,South,12311.33344335504,55.74886514727716,69.91166690333108,2.4814283597835347,,23.232580492869577,193.77489438289302,56.17020142767343,14.05628496834299,63.06340742306086,53.01419655308112,364.5367264865635,4.860249692311586,249.0771833366871
Algeria,Central,10145.359700094901,55.32761760062708,62.163317112932134,11.028949951919872,2.3470666966829636,12.360569424986332,92.10933281541146,43.31040282698344,53.441751326375275,78.56036730503484,72.62834987628054,221.63971215833044,18.702374552372117,
Mozambique,South,8084.44865915223,50.77835207211278,,10.522638743911815,7.7467388059292235,6.731964776753516,102.79600226828245,79.237047355111,65.72847764127312,62.59023489200566,64.92291878842248,69.79939455918208,7.219633616675949,294.7450645225029
Uganda,West,5703.042019790786,66.29167063439712,30.45683013921596,8.678046832264066,7.656345914564674,,53.098430082054264,21.360717658737663,,67.75505083875892,,151.48134223246373,3.6391964179038077,202.3493123466731
Rwanda,West,13219.40784179007,59.21315859309403,,7.932215701073843,6.71113725889045,12.026101127790024,96.83724922477303,40.52525483121724,17.14844031976289,40.40441745049348,74.37362491007936,337.2579460118982,11.48170557485212,263.04572011732193
Kenya,Central,,71.60895624599092,55.9827719057058,,7.947967409385323,11.58661769689406,134.07315836421725,23.697290855547028,40.743569243926395,78.0446062774079,70.86771097889954,,18.903595346723915,325.9266623344027
Zimbabwe,South,12340.691872337868,61.83024766728893,35.56980094566121,,5.266893996801578,,151.47954170603833,69.82427555440577,30.92991444751781,76.37384734195984,47.296588954925056,260.2897537335201,,440.96049311801914
Nigeria,East,6867.456174268167,,49.420748070183166,2.789691621908286,7.776610101519236,23.489014577771723,152.00427612843305,65.63698451739651,32.48949546099986,42.11204825294895,32.53541734958318,346.72859427539566,5.143434443452976,347.85570941236784
Ethiopia,Central,,54.63813789257803,,4.395101699095381,,21.706353295162877,,41.53789421786061,47.27983744934244,60.25375590673232,,357.58922298500187,18.799728988002947,245.32199081518132
South Africa,West,7208.856892209294,71.71557919889027,,9.945782787001903,4.194084489568228,17.47325310569966,181.35015612380215,63.91808864345975,53.12308679573214,93.8467512435417,87.91330250489574,367.9170287117745,3.83617635371466,418.7425341516643
Uganda,West,4869.97917538006,69.41492131979354,78.68915044491217,2.3467026672648332,3.3522876080405952,17.86833000290433,164.39453022469132,45.73591970273674,16.63621593238965,63.140510941273924,67.01732180370743,37.93967730126244,2.7082473069764874,457.5119619079095
Ethiopia,Central,11340.336012555641,69.2730461161013,81.54439149130718,7.828068350834896,,21.227150115142425,152.62438236623197,69.15649644245823,,67.6069972822513,,,11.618650708096187,103.89198489448876
South Africa,South,7789.445656340948,71.11958070292219,20.882501154291777,11.954375161913099,2.8448176933560565,,,49.52193807788589,69.6598181611429,,94.45558229247983,296.2038084873274,17.305954554249183,
Zimbabwe,West,3867.0840796288508,69.02559977357497,53.29231985438092,10.556960938375394,5.73448184939598,,6.3412026328316164,,23.963700934933108,,40.63505326898796,302.7707380508055,9.803641445031559,
Ghana,South,13543.831312481243,,,7.214456890435894,6.68793113448383,10.150817231163487,46.42721905311723,,13.229831494507545,72.01385721183229,74.96554654422886,242.68648078800155,19.89400300534823,71.17753904462633
Ghana,West,6066.422709911565,53.28112194205969,21.535382145844537,,,20.00338256229881,134.3871008131232,36.30714149289551,21.392519745755198,83.879257473759,,,13.74384814099086,350.8460128012934
Angola,West,8381.516486152836,50.813154487281295,40.785056699602734,10.313735143857098,2.881776257529258,17.35874285102306,85.18351033209643,,12.337470780907854,87.54014465507854,93.6971040782881,318.9682215766657,1.944460690603731,438.2468498566515
Ethiopia,North,,,,7.989785081772105,,31.115808988081525,83.46922056336578,57.99530236186478,33.508653677030296,65.12884394554968,,,,123.30619451482733
Ghana,West,9551.450940752886,65.41625786301844,30.968776458319923,3.1493299705956685,5.815728242982371,23.942567636551292,,83.00591779847163,58.14410706707945,66.13096007125094,74.63410976206842,34.454308619614515,8.453937617213715,415.5861459307552
Mozambique,East,2195.021590271279,69.91343227440441,62.824810516207336,,4.328994236761973,20.975121992479455,179.63475538570856,44.55954889226713,30.474666985463237,61.232801460850965,45.83496147884263,185.5239298697505,6.104349409986909,434.02808009162374
Rwanda,Central,14127.56579239539,62.03805878781375,37.216149761379,11.096268194365924,6.0447817732163776,8.461839265367521,182.28917649044922,24.0323896358708,36.651004412701994,93.16883770101532,81.90612947848894,69.59095980872144,,461.4531991999176
South Africa,Central,,,20.969661971511464,8.692002629380784,,,66.20622492043032,42.05484237512188,50.53520641404633,78.34414398596928,36.95689372371748,134.99081828518877,6.433998040506854,169.3782900887236
Angola,South,5356.131412527749,53.12964480506376,39.29611660796332,10.292867993167555,4.0711532509652635,,,52.8855575307713,40.53364420419281,44.57726864144398,80.74545477115586,7.232436882274174,,456.7788793354502
Algeria,West,2519.4450536191152,67.13913218072429,98.0699003928043,10.789789002822673,7.5049150587919415,15.116197266972563,57.96847034850208,30.524995431093892,61.68674116127945,87.46277928221602,89.16274806940527,,0.527852690043946,194.29823963139452
South Africa,East,12013.365244419292,60.757647372486566,84.12296895063916,7.717723520483222,3.7430270340285223,9.285258944429955,42.16891744951771,62.77664417367198,61.96214050274539,66.43079674599474,54.884170659948296,219.95076846248418,,298.55210605497626
Angola,South,9491.054960963445,,96.76613154568267,7.174463517550413,4.81992960894762,25.762209410731067,41.003329182737,,10.594641729469219,,70.99129417390023,247.83303713083473,16.81883673341855,
Zimbabwe,North,8235.185833656662,62.28986366853592,,6.304274103209902,7.340846824376088,,71.71098606840084,,56.68277838899195,70.23444903398212,57.95927758629371,265.39613805148406,11.660146119786493,69.74648976593463
Ethiopia,South,13461.442454238886,,28.778895894200282,5.169465877911193,6.246328101605165,16.75578119564078,88.84173585706523,43.057356187463824,,62.944035343663614,58.45472857422835,334.516525240984,19.984542329397097,
Zimbabwe,South,11934.659562755696,64.54928504785997,63.83675911789544,6.345959608587117,2.3732193569882165,31.87024332856336,167.03508835573834,46.04577084424033,69.33043247821979,88.27621726744437,50.174107792027804,86.18516291029201,6.0935095901204,250.01599009000597
Rwanda,West,2699.285756124892,,,9.738796557301564,2.8838182656738223,11.12949150196911,28.378763227178858,27.484501595688073,,51.21970319851631,79.53842532927109,,5.968873762821079,165.3315689161479
Rwanda,North,5019.969983035449,,87.54856661916928,,2.047049544631501,20.234151918763374,148.31054024200438,77.41278409270456,69.21375672329785,,,340.61486875917024,,135.6860732112096
Uganda,South,4103.092527309753,57.75904897308934,27.846606462739565,10.925232899548462,5.785530741374981,,108.63370826691454,46.963667608887874,55.27416167234419,70.6728780151999,91.14880585023997,62.64512595705995,3.699239971174036,351.4790708866481
Zimbabwe,East,11287.221242303816,61.38050372704503,,6.433800143791878,4.68604055246251,5.543721231371892,61.14934182181853,45.172836742614685,24.91629307679838,43.003566676740796,41.3607835168707,389.9040325344781,6.061138622195933,
Tanzania,East,986.2203036688011,50.29051349770251,,8.07089578718754,2.805649105413653,28.782743407184384,101.09981898390079,,42.30369875721746,93.45149157290166,86.8583372276768,337.0152917594548,15.960380882833778,412.65102613858437
Algeria,Central,8763.40043063409,,45.974074151204796,8.313075530919887,7.747604726340622,,63.488703606519415,48.73217236052303,69.52813836871496,,77.93304369276294,200.35064235583965,,85.66232275846797
Morocco,North,11555.650943240013,59.81233891016712,78.98856619102398,7.916971623063255,5.177958343673719,19.227650629308606,,62.13517547250999,61.45183646511542,55.99822698273704,46.4344310448688,392.5685699688101,19.514199809299786,136.17032670865376
Zimbabwe,North,,61.99847086792809,,9.026337730855163,3.451359764677335,21.8203488481685,89.59956495677262,23.99400885850119,15.842013627473266,65.8173763094092,34.37349983989844,38.95069164320169,5.029648254880827,223.80637788459032
Uganda,Central,5460.185356380658,65.00051370298259,50.07106281166155,4.374334683748063,5.0036214269282455,23.852793698437612,37.059078170381355,72.89201734194478,52.38231980859977,87.18217809346189,47.41982234748457,121.22630447004066,17.68530213947479,268.18643287224666
Egypt,South,12408.230917744186,57.291564467732584,51.55810228560283,7.123637775457906,6.077721996410647,25.658948879236267,27.73369953836086,81.13275693716116,30.734775152248783,56.76967184117849,89.29353539079916,,6.900974240908072,209.74780211627382
Mozambique,North,2104.1601858505046,67.37454715316356,,3.0422480280834767,2.457435307841387,12.598171505681453,111.60565800406538,62.16975010036008,10.418935712820886,50.59720180676852,,140.0027473892715,2.700390618079246,194.32047424293225
South Africa,East,,71.50305992973011,82.80132350696455,5.845113276448125,3.648222890287352,5.299363299753481,180.97054149079017,82.04678537582271,34.20885814161998,47.09891858119848,76.86855295836168,371.3490207923167,17.46548604764323,483.7622054329348
Rwanda,East,2348.5856038137454,69.49627472233374,91.36677511521876,6.876670686212644,6.841792945303961,26.70330987064736,,29.843100434047614,24.08526530349828,,46.71490282209123,26.250435271127024,12.904059875550562,338.71085655952743
Egypt,West,6260.665713125325,50.99047063370893,96.42677492031426,8.522242595454724,4.757989222415968,21.069697980427357,147.93502090841153,,59.132156231228294,,76.76023011236332,219.76473282438582,3.712252473580704,60.5448299153247
Uganda,North,12060.782803803528,62.012673681445726,82.9522709004236,11.505310525862035,5.279462852193769,30.083531096217463,133.43896421325456,59.11743770645407,30.23983653074593,65.9394500857394,31.827897908065044,236.3465069580458,8.88170952150355,243.57915879994093
Angola,South,2673.80269655722,52.62325446045437,,8.006510665483558,4.596896013256815,,,57.812882082377136,,,54.3958874752459,,6.101525050102819,443.7539148847866
Morocco,Central,3824.1452308733014,56.05112539656319,,,2.2633996558580307,30.299785033636496,165.09129837333248,,10.035876330087719,49.14017497853621,70.73896765525153,,14.867494089848842,185.65528388480058
Algeria,Central,10972.662241699461,74.66656483167867,55.008249924431354,7.062660594952027,,,,41.97548660880699,28.46914900156715,58.30012120807085,39.496276760185815,145.82657100794577,,92.55035514847471
Algeria,South,10940.529779918079,53.56238857253783,,,4.673249832451345,,133.12094715565092,28.243561465777223,24.46991285846572,91.69584050871399,,337.4722118659911,19.790958929574508,391.273147215463
Algeria,West,9796.64067683681,62.4722038362839,87.26972635407381,2.7093221613377345,3.2551127924475667,28.7467460777411,,45.46325928654808,24.01404166411666,58.86646919245134,45.27703442277471,77.97710758806393,1.567527154062105,322.70622437123654
Mozambique,Central,10562.25244477295,65.45389335795298,23.074107916986,4.54391580841847,2.2998741719580726,18.538823390877646,82.90616299445229,30.572952981856535,14.091197185927761,94.34682417750494,72.398272333199,330.74713886934484,7.42279768965681,306.64062852192677
Morocco,North,8369.504428540145,,,,7.061897984310942,10.503265892103036,68.72496764226659,,21.227456224630103,66.68767506709459,56.337814267396425,225.06216916109696,9.89705325864456,74.10945182333356
Mozambique,West,4151.086354150815,63.991217087172856,56.91819716997873,6.724933550065136,7.887155174984695,,7.108161308863286,33.57401080714835,43.33297419313719,49.8540155059583,68.74283370604707,,10.311104317592235,113.2245544079828
Rwanda,,5512.591905806832,50.24427118547959,,,6.758857243980437,31.476796303170417,,,27.481664370264667,89.01270504864301,36.98428592087903,285.4429465053886,,330.1472282959012
Mozambique,East,3133.166893620672,58.1615327060998,,3.400240975533177,,18.989292684205104,161.19123657865615,55.903798958120234,35.04368693974888,65.31954552241548,31.099331994904475,83.0045981539516,,143.5207286564761
